VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1G1RC6S52H,Walla Walla,College Place,WA,99324.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,0.0,16.0,122251678,POINT (-118.38864 46.03456),PACIFICORP,53071920301.0
5UX43EU03S,Douglas,Orondo,WA,98843.0,2025,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40.0,0.0,12.0,274125911,POINT (-120.22795 47.62353),PUD NO 1 OF DOUGLAS COUNTY,53017950101.0
WA1E2AFY9P,Snohomish,Tulalip,WA,98271.0,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,0.0,38.0,232919305,POINT (-122.1677 48.11026),PUGET SOUND ENERGY INC,53061940001.0
JTMEB3FV3R,Thurston,Olympia,WA,98506.0,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,22.0,260677511,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211.0
1V25MPE86R,Thurston,Lacey,WA,98503.0,2024,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,277263192,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200.0
1N4AZ1CP3J,Kitsap,Suquamish,WA,98392.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,23.0,218882212,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100.0
KNDC3DLCXN,Yakima,Yakima,WA,98908.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,219969144,POINT (-120.60199 46.59817),PACIFICORP,53077000904.0
JTJHKCFZ6N,Island,Oak Harbor,WA,98277.0,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,0.0,10.0,207405397,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970601.0
5YJ3E1EB1J,King,Seattle,WA,98107.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,36.0,183328967,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004701.0
1FADP5CU8D,Thurston,Tumwater,WA,98501.0,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,22.0,161059524,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010802.0
1N4AZ1CP1J,King,Seattle,WA,98133.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,0.0,46.0,238473847,POINT (-122.35029 47.71871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602.0
5YJ3E1EBXJ,King,Kent,WA,98042.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,47.0,468442516,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800.0
1N4AZ0CP8D,King,Redmond,WA,98052.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,48.0,102666784,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0
KM8K53AG8L,Kitsap,Bremerton,WA,98310.0,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258.0,0.0,23.0,120214083,POINT (-122.61273 47.57428),PUGET SOUND ENERGY INC,53035080200.0
5YJ3E1EB6J,King,Kent,WA,98042.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,47.0,474024960,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031800.0
3GPKHZRJ5R,Yakima,Yakima,WA,98902.0,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,267936700,POINT (-120.51904 46.59783),PACIFICORP,53077000800.0
1C4RJYE62P,Kitsap,Poulsbo,WA,98370.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,0.0,23.0,277080163,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090501.0
5YJ3E1EB5L,Yakima,Yakima,WA,98901.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,15.0,237967131,POINT (-120.50729 46.60464),PACIFICORP,53077001602.0
5UXKT0C55G,Walla Walla,College Place,WA,99324.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14.0,0.0,16.0,156022338,POINT (-118.38864 46.03456),PACIFICORP,53071920301.0
5YJYGDEE6L,Island,Clinton,WA,98236.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,10.0,125931403,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,53029972100.0
5YJ3E1EA3K,Thurston,Olympia,WA,98502.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,35.0,298828463,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902.0
1N4AZ0CP9F,Snohomish,Edmonds,WA,98020.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,21.0,109514527,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050403.0
1N4AZ0CP5F,Snohomish,Lynnwood,WA,98087.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,21.0,177857186,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051804.0
WA1E2AFY9S,Kitsap,Bainbridge Island,WA,98110.0,2025,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,28.0,0.0,23.0,276812707,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091001.0
1N4BZ0CP7H,Kitsap,Bainbridge Island,WA,98110.0,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0.0,23.0,298302084,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035090902.0
7PDSGABA6P,Yakima,Yakima,WA,98908.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,260269474,POINT (-120.60199 46.59817),PACIFICORP,53077000402.0
3C3CFFGE1G,King,Seattle,WA,98121.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,36.0,3397474,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007202.0
5YJ3E1EA8K,Snohomish,Bothell,WA,98021.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,1.0,277705858,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926.0
LPSED3KA1N,Yakima,Yakima,WA,98908.0,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,278406467,POINT (-120.60199 46.59817),PACIFICORP,53077002900.0
KNDRJDJH5S,Thurston,Tumwater,WA,98501.0,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,35.0,274211332,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011720.0
5YJ3E1EB0K,Snohomish,Lake Stevens,WA,98258.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,44.0,476390295,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052506.0
JTMAB3FV2R,Snohomish,Monroe,WA,98272.0,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,39.0,261237980,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203.0
5YJ3E1EB6L,King,Seattle,WA,98121.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,36.0,148283068,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008002.0
1N4AZ0CPXF,Kitsap,Bainbridge Island,WA,98110.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,23.0,148940172,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091002.0
5YJ3E1EB9S,Snohomish,Bothell,WA,98012.0,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,275009675,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061052107.0
JTMFB3FV9R,Thurston,Lacey,WA,98503.0,2024,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,0.0,22.0,274193468,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300.0
5YJ3E1EAXL,Island,Langley,WA,98260.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,10.0,6020654,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,53029971900.0
WA1F2AFY7N,Snohomish,Monroe,WA,98272.0,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,0.0,39.0,180279900,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061053801.0
5YJYGDEE5L,Snohomish,Mill Creek,WA,98012.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,44.0,269811055,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061041704.0
3FA6P0PU5E,Thurston,Olympia,WA,98513.0,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,2.0,292104270,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012420.0
5YJSA1DN3D,Thurston,Olympia,WA,98513.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,69900.0,2.0,189376253,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067012332.0
5YJ3E1EA2K,Snohomish,Bothell,WA,98012.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,1.0,291549884,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051934.0
WBY7Z8C54J,Walla Walla,Walla Walla,WA,99362.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,0.0,16.0,177927578,POINT (-118.34261 46.07068),PACIFICORP,53071920701.0
5YJ3E1EB8J,Snohomish,Everett,WA,98204.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,38.0,121112757,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041906.0
WA1VAAGEXK,Snohomish,Edmonds,WA,98020.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204.0,0.0,21.0,142089972,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,53061050403.0
WA1LAAGE7N,Yakima,Yakima,WA,98901.0,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,15.0,183111071,POINT (-120.50729 46.60464),PACIFICORP,53077001602.0
1N4AZ0CP8D,King,Seattle,WA,98103.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,0.0,36.0,247848863,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001300.0
KNDRMDLH7N,Snohomish,Bothell,WA,98012.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,0.0,1.0,212303472,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933.0
5YJ3E1EB3J,King,Renton,WA,98056.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,41.0,259662441,POINT (-122.2044 47.52136),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201.0
KNDCR3LF4P,King,Kent,WA,98032.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33.0,0.0,33.0,221515920,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029102.0
1N4AZ0CP7E,King,Seattle,WA,98199.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,36.0,116102241,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.0
5UXTA6C04N,Snohomish,Mukilteo,WA,98275.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,21.0,186128057,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005.0
KNDAFFS57R,Snohomish,Lynnwood,WA,98037.0,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,32.0,272065678,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051601.0
5YJSA1E25F,Thurston,Olympia,WA,98506.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,0.0,22.0,129126371,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0
JTDACACUXR,Yakima,Yakima,WA,98908.0,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,0.0,14.0,271697716,POINT (-120.60199 46.59817),PACIFICORP,53077002804.0
5YJ3E1EA2L,Snohomish,Bothell,WA,98012.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266.0,0.0,1.0,3498603,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051922.0
1G1FY6S01K,Skagit,Bow,WA,98232.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0.0,40.0,280739917,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950802.0
5YJ3E1EA0K,Snohomish,Bothell,WA,98012.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220.0,0.0,1.0,278656682,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,53061051933.0
WA1AAAGE0M,Snohomish,Monroe,WA,98272.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.0,0.0,39.0,148329016,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203.0
5YJ3E1EBXM,Yakima,Moxee,WA,98936.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,15.0,156750023,POINT (-120.39197 46.55621),PACIFICORP,53077001702.0
1N4AZ0CPXE,Yakima,Yakima,WA,98902.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,14.0,183646774,POINT (-120.51904 46.59783),PACIFICORP,53077000800.0
5YJ3E1EA5J,Whitman,Pullman,WA,99163.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,9.0,138136155,POINT (-117.18147 46.73015),AVISTA CORP,53075000300.0
WA1L2BFZ6R,Kitsap,Poulsbo,WA,98370.0,2024,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,267836509,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201.0
WBY1Z2C50F,Spokane,Spokane,WA,99224.0,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,0.0,6.0,272902738,POINT (-117.46996 47.59431),MODERN ELECTRIC WATER COMPANY,53063003900.0
WBY1Z6C50H,King,Seattle,WA,98105.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,0.0,46.0,348980306,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201.0
5YJ3E1EBXL,Kitsap,Port Orchard,WA,98367.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,0.0,35.0,112989985,POINT (-122.70348 47.52028),PUGET SOUND ENERGY INC,53035092901.0
5YJSA1E21G,Thurston,Olympia,WA,98506.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,22.0,149213900,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012211.0
JHMZC5F13J,Kitsap,Port Orchard,WA,98366.0,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,0.0,26.0,290512694,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092600.0
1N4AZ0CP1F,Chelan,Leavenworth,WA,98826.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,0.0,12.0,194767415,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,53007960201.0
1C4RJXN68R,Island,Oak Harbor,WA,98278.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,0.0,10.0,273292540,POINT (-122.67154 48.33858),PUGET SOUND ENERGY INC,53029970200.0
YV4BR0CL5M,Yakima,Selah,WA,98942.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,0.0,15.0,262707882,POINT (-120.53145 46.65405),PACIFICORP,53077003400.0
KNDC3DLC1N,Snohomish,Edmonds,WA,98026.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,21.0,218186027,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300.0
5YJSA1E2XG,Snohomish,Snohomish,WA,98290.0,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.0,0.0,44.0,171866313,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052502.0
7PDSGABA4P,Yakima,Yakima,WA,98908.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,14.0,277637818,POINT (-120.60199 46.59817),PACIFICORP,53077000401.0
1V2GNPE85P,Kitsap,Poulsbo,WA,98370.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,278610685,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091100.0
5YJSA1E2XL,Walla Walla,Walla Walla,WA,99362.0,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330.0,0.0,16.0,127229105,POINT (-118.34261 46.07068),PACIFICORP,53071920901.0
WBY7Z6C51J,King,Seattle,WA,98112.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114.0,0.0,37.0,285122995,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700.0
5YJ3E1EB3J,King,Redmond,WA,98053.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,45.0,166351566,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332.0
5YJ3E1EB5J,Snohomish,Edmonds,WA,98026.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,21.0,258699493,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042003.0
5YJYGDEE4L,Thurston,Olympia,WA,98502.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,0.0,22.0,117818424,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002.0
3C3CFFGE9F,King,Kirkland,WA,98033.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87.0,0.0,48.0,4574055,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0
5YJ3E1ECXL,Yakima,Yakima,WA,98908.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,0.0,14.0,103490145,POINT (-120.60199 46.59817),PACIFICORP,53077000401.0
5YJ3E1EB9J,Snohomish,Bothell,WA,98021.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,1.0,475723391,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938.0
7SAYGDEE5N,Snohomish,Bothell,WA,98021.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,1.0,207328523,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918.0
1FADP5CU1F,Thurston,Rochester,WA,98579.0,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,20.0,168462437,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012730.0
KNDCC3LG7K,Douglas,East Wenatchee,WA,98802.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239.0,0.0,12.0,298218728,POINT (-120.29473 47.41515),PUD NO 1 OF DOUGLAS COUNTY,53017950600.0
5YJ3E1EA4J,Snohomish,Lynnwood,WA,98087.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,0.0,21.0,282176023,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041901.0
WVWKR7AUXH,Thurston,Olympia,WA,98506.0,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.0,0.0,22.0,248317772,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0
WBY83FB0XR,Thurston,Lacey,WA,98503.0,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,258129413,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011422.0
WBY1Z8C35H,Kitsap,Port Orchard,WA,98367.0,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97.0,0.0,26.0,172695190,POINT (-122.70348 47.52028),PUGET SOUND ENERGY INC,53035092801.0
KNDPYDAH1P,Yakima,Yakima,WA,98901.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34.0,0.0,15.0,238017279,POINT (-120.50729 46.60464),PACIFICORP,53077001701.0
7SAYGDEE0P,Kitsap,Bremerton,WA,98311.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,229642976,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091701.0
JHMZC5F17K,Snohomish,Bothell,WA,98021.0,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47.0,0.0,1.0,152362003,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918.0
3C3CFFGE2D,King,Seattle,WA,98117.0,2013,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87.0,0.0,36.0,118764411,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000.0
5YJSA1E40J,Kitsap,Port Orchard,WA,98367.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,0.0,26.0,475154907,POINT (-122.70348 47.52028),PUGET SOUND ENERGY INC,53035092101.0
7SAYGDEE8P,Thurston,Olympia,WA,98501.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,22.0,229972319,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700.0
3FA6P0PU5D,Snohomish,Everett,WA,98208.0,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,0.0,21.0,198503518,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041814.0
5UXTA6C04M,Snohomish,Lake Stevens,WA,98258.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,0.0,44.0,256238755,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052604.0
1N4BZ1CP9K,Snohomish,Lynnwood,WA,98036.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,0.0,32.0,478371778,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051402.0
WB523CF07P,Kitsap,Poulsbo,WA,98370.0,2023,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,0.0,23.0,230154263,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100.0
